Property Name,sentence,label
Rhodes Hotel,"'''travelling to london for the first time with 4 teenaged girls, i was looking for a hotel that was reasonably priced and would accomodate five women in one room. rhodes hotel was one of the very few that would sleep 5 in a reasonable price range. the room was a decent size, especially considering it had a double bed, a single bed and a set of bunk beds in it. there was a mid-sized armoire and desk, as well as a refridgerator and coffee maker. the bathroom was quite small, and rather old, but clean. there was not much room for the large amount of luggage we had, but we made do. we travelled in august and it was warm, but at night we would put the air on and the room would cool off within a reasonable amount of time. there was a bit of street noise in the early night, but it was generally quiet thoughout the night. we were on the third floor and there were alot of stairs and no elevator, but honestly, we were not in the room much so we avoided extra trips by thinking ahead. the breakfast room was in the basement, so it was a bit of a hike up and down in the morning to breakfast, but the food was very good and the owner made for interesting conversation. there was also a computer available for guests next to the breakfast room which was a nice bonus. | the owners were very helpful and watchful. maria offered alot of suggestions on buses and tube routes, as well as general info on nice places to visit. we travelled to london 4 weeks after the first tube bombing in july of 2005, so safety was a big concern for us, but the hotel itself offered a nice safe atmosphere. the neighborhood also seemed safe, any crime in the area may have been attributed to all the police being on the subway. the tubes were very well guarded, and while i had originally thought of avoiding them, we ended up riding them every day and we felt quite safe. while i would not say this was a fancy hotel, it was decent and it did house the five of us at a reasonable rate.'''",1
Rhodes Hotel,"'''staff were very friendly and helpful. property is very clean. there is no elevator and there are 6 floors. however, not worth 149 pounds per night. breakfast was adequate, but could not say it was good. felt like the griswalds. bathroom was in a closet. not rec for an extended stay in london'''",1
Newham Hotel,'''i am suprised at reading these terrible reviews !!! i thought our room was clean and fairly new looking. bathroom was ok too. we only stayed for one night whilst we attended love box festival but it served its purpose(comfortable sleep &amp; breakfast). staff seemed friendley. for the money and what we wanted it for it was fine !!!''',1
The Rembrandt,"'''we arrived in london after docking in dover. we had been on a crystal cruise on the symphony. we were originally a bit disappointed at the sight greeting us. the front entrance was being redone and we were concerned that there would be further work going on inside. that did not prove to be the case. our rooms were not ready, we had booked two. the front desk people seemed to be confused as one told us they were ready, another said they were not. we should go to lunch and they would contact us when the rooms were available. so we did just that and sure enough a text came through that said we could check in. back to the hotel. no, that was an error. the rooms still were not available. we walked around for a bit and finally when we returned, we were able to get into our rooms. ours was quite large, with three big windows that actually opened. but we could not open them as they were right next to some type of generators and the smell was awful. so, no fresh air and no view. but that is not what we came to london for anyway so we decided it was not a big deal. our friends changed their room because the mattress squeaked so loudly even when they sat on it that they knew they would not get any sleep. i know, so far this sounds bad, but trust me, we enjoyed our stay. the lobby is very nondescript, almost stark and shabby. but if you go up a few stairs to the glass double doors and go inside there is a lovely seating area with a bar. this is also where breakfast was served and it was always very good with lots of typical choices. the only thing missing was eggs cooked to order. the wait staff was efficient and pleasant. while on this trip i developed a nasty bacterial infection which kept me from going out and about as much as i would have liked to. so a lot of my time was spent in the sitting room where i had lunch, read a book, enjoyed a glass of wine, or eavesdropped on conversations around me. nosy, i know. our bed was not squeaky and was very comfortable. the room is equipped with a cute little beverage compartment for making tea, coffee or hot chocolate. also a stocked refrigerator and the bottled water was free! also free wifi, a must these days. we stayed 4 nights, only had cookies in our beverage compartment for one day. the maid did not get as big a tip as she would have gotten if we had cookies every morning! also if we had not had to sneak into the hallway and snatch a roll of toilet tissue off the maids cart. they were a bit stingy with kleenex and toilet tissue. the bathroom was large with a whirlpool tub which i could not figure out how to use. the amenities were very nice, everything was neat as a pin. if you are short, like me, or not as agile as you used to be,(unfortunately, also like me) the tub is very difficult to get in and out of to take a shower. it is very high off the ground so keep that in mind and hang on to something tightly on your way in and out. we liked the location. it is about 3 blocks from the tube station, right across the street is the victoria and albert museum and about one block further is the natural history museum. there are plenty of shops, pubs and restaurants in walking distance and it is easy to get a taxi or hop on a bus. this was not the nicest hotel we have stayed in, but it suited our purposes. i would have to say that the biggest disappointment was the staff at the front desk. very busy, busy, busy on the phone, while lines of actual, living people are waiting to check in or ask a question. probably understaffed.'''",1
Mondrian London at Sea Containers,'''the lobby area and bar/restaurant are vast and mood lighting everywhere..very stylish. rooms however felt a bit industrial with quirky attempts at modern art that did not really work for me. mini bar extortionate but probably comparable to most 5 star hotels...location ok on the river but if you are looking for a central location i think there are better alternatives. very expensive for the room also. check out was very slow but this was a thursday when most business commuters are leaving. | would i stay there again?? probably not''',1
The Savoy,"'''the savoy is in a great location and first impression when you walk through the door is of seclusion and exclusivity. however because of its central location the rooms, while decorated tastefully are a little on the small size for 5-star luxury. the breakfast is amazing though and the hotel really is beautifully decorated but they were booked out weeks in advance for afternoon tea and you could not simply walk down to the lounging room and have a coffee or tea in the afternoon without a booking which was disappointing. also, the noise levels, which cannot be helped given its location, disrupted sleep somewhat. however, the staff are wonderful and it is an experience but i do not know if i will return.'''",1
The Savoy,'''some time ago under the old management access to the american bar was evening dress. last night the fairmont have reached a new pinnacle by allowing shorts and flip flops. if you are celebrating a special occasion perhaps it is better to give this venue a miss. the very high prices and decor should give you a sense of occasion but the hotel devalues it with a 'any' dress code!''',1
The Savoy,"'''i have heard of this hotel for years and finally go to stay here. the building remolded multiple time is beautiful. the service and food quality,not so hot! | first we checked in and were told our room was not ready. it would take about 2 hours. 2 cups of coffee and lunch i finally went to ask. it had been 4 hours. if i had not asked, how long would we have waited? | second, i contacted the concierge for dinner reservations. we talked and he was going to call me back. never happened. | today, it took nearly 40 minutes to get our breakfast served. very disappointed.'''",1
Mondrian London at Sea Containers,"'''fabulous location, nice interior, great bars, decent gym, staff generally energetic and friendly. | rooms a little small, beds a little hard, breakfast not offered, mould on bathroom beading, one security staff officious, unhelpful and a little arrogant. | on balance, a good stay - would stay again. | in the absence of an affordable breakfast, waitrose is around the corner to the south of the hotel, near blackfriars bridge.'''",1
The Savoy,'''disappointed to have a river view suite on the 4th floor where you cannot see the river due to the tress (as beautiful as they are). room should be discounted during summer months when trees are full. complained to the hotel and there was only downgrades available with a river view.''',1
Ridgemount Hotel,"'''nice place but it cannot really wear the title ""hotel"". it is a nice b&amp;b but not really more than that. | we booked a double room with a private bathroom and the place has many rooms with shared bathroom. the price difference is huge but i do not really get who would want to use a shared bathroom on a vacation. the room we got was very small which is ok although it is the bed and the luggage and no more space left. | what really bugged me is that except a very small tv there is nothing else in the room. no fridge no safe and no hot water kettle which i find all 3 of them essential for a place calls itself a hotel. also the bed was terrible. the mattress was absolutely beaten, lumpy and squeaky. my back did not enjoy it at all. | there is a coffee/tea machine downstairs but it really bad. also there is aside machine for 50p. both of them in a lounge which is quite small and no inviting when crowded. they do have 2 pc station for guest use which is good. | it do has some good features. the best of them is the location (which is why we chose it). 5 minutes walking from the british museum and 3 tube stations on 2 lines and 1 overground (euston) that will easily take you anywhere and one of them on the piccadilly line that will take you straight to and from heathrow without the need to change trains. | the rooms and toilets are kept very clean. | also the breakfast is good. it in the basement and becomes quite crowded towards 9am but the great staff will help you fond a place quickly. | the manager is also very helpful to find anything you need. hangouts, restaurants and laundry service if you need it. use him he is very nice. | bottom line, i am definitely not saying do not go there but do set your expectations straight when you booking this ""hotel"".'''",1
The Savoy,"'''lovely hotel , friendly easy check in . | we had a dinner bed and breakfast package, we had dinner in simpsons on the strand included which was nice but it was quite noticeable the staff were far more interested in the paying customers off the street than people with vouchers or packages like us. the food was ok , but not great , a lovely venue with a big open fireplace and a amazing surround only to be spoiled by puting a table right next to it so cannot use, i can only imagine this is to bring more money in but really spoils it, i would not recommend to friends which is a shame as would be so easy to make lovely with few touches. | we stayed on 8th floor in a standard room, which was spacious with original character but in need of a bit tlc ie new light bulbs as some were out, tile falling off wall in bathroom, shower screen loose and also needed cleaning more as was stains next to toilet running down wall gross, i did mention this when we got there but they did not send anyone till we were leaving room next day, the maids took our champagne out the bucket and put in the bin even though it still had couple glasses in it they cleared the bucket and glasses whilst we were at breakfast but left everything else in the room very strange coming in just for bucket and glass i guess there was someone more important that needed it. however they did send up a couple of fresh glasses of champagne as a apology which was nice of them. all these things really spoiled our anniversary and i would not recommend this hotel , they also tried to over charge me only a little amount but really not good enough for such a established hotel very upsetting all in all.'''",1
Mondrian London at Sea Containers,'''so a five star hotel...hmmmm. nope | door staff are helpful but their attire is as casual as could be. i am not kidding i thought it was a scammer trying to steal my bag. | the room was 'okay'. nothing more than a normal chain hotel. they will try to up sell you to superior room or a river view. and it are not cheap. | location is brilliant. | bar is extortionate | overall under impressed and over priced.''',1
Corinthia Hotel London,"'''we stayed here late summer with my kids ,we had heard good reviews about this hotel so thought we would try it. | sadly we had terrible problems checking in , we were in london for 1 night only taking the kids for early dinner at 5pm and then a show. | we arrived at the hotel at 3.40pm , we understood that check in was 3pm so we did not foresee a problem , how ever our room was not ready and was actually not ready until 4.40pm in the end, 20 minutes before we needed to be out! | when we did get in the room it was boiling hot as the air con had been on full heat , we ended up with 10 minutes rushing about in the heat trying to get ready. the hotel did get one of its cars' to drive us to the restaurant which was a nice gesture but all in all our weekend was really spoilt by rushing around the whole evening seemed ruined for there on in. | when we were waiting for our room we were offered a free drink when i asked for a glass of wine we were told it only tea and coffee that would be complimentary. | i was quite surprise have stayed at other high end hotels in london and never had this before. | the family room its self was lovely , the kids loved the tv in the bath - what a shame we had so little time to enjoy the room!'''",1
Mondrian London at Sea Containers,"'''porters seem to be busy fiddling with their iphones, rather than attending arriving customers, leaving you with car, luggage and passengers stranded outside. | when you book staff is very welcoming, offering you to take care of your bookings within the hotel amenities, only to then tell you to do it yourself, when you ask.'''",1
The Savoy,'''no question the art deco is fabulous but the river view is basically looking over some railings and compared with the view from windows on the world at the hilton this is not spectacular. | the amuse bouche of various seafood was ok. | i had to keep asking the waiter to top up my champagne flute since this special valentines meal was 125 plus service per person.meat and fish notning to write home about.staff just were not attentive enough.i wish i had gone to petrus where every aspect was perfect. | if you just want to snoop around in the new savoy save your money and have a cocktail in the american bar.pre book though otherwise the robot on the door will say there is a 20 minute wait. | i did not book a room and peter crouch and abbey ate there also on valentines.''',1
Apex London Wall Hotel,"'''stayed on the opening night, sadly we were not aware before hand, otherwise may have moved elsewhere. it wast a 'soft 'opening which was a shame, as we now had somewhat higher expectations especially for the money being paid. | room service menu virtually non existent, phones in room did not work, lots of dust and rubbish around, rooms numbers falling off walls by lifts did not leave a good impression. | otherwise its a great location, close for the city, although be very aware there are few eating options close by at the weekend. rooms nice, plug access difficult. free wi-fi very good. | reception staff were fab, really trying to make the place work, thanks to them we stayed our second night.'''",1
Rhodes Hotel,"'''summary: | a1 location. annex building rooms are tiny but clean and good for wkend stay or london stopover. | 1) booking process - | flawless. contacted them directly via email. only small complaint is that because of a delay in making the payment (my fault) my booking was changed from its main building to its ""annex building"" | 2) location - | a1 location in central paddington. also approx 5min walk from the station. | i stayed in the ""annex"" building which is located approx 2mins away from main building, but still no dramas. the location of this place is the main highlight !!! | 3) room/facilities | i stayed in the annex building so cannot say what the rooms &amp; facilities are like in the main building. | but possible issues i could see people having problems with the annex building are: | (a) no elevator (b) no air con (c) one bedroom room is tiny (d) bathroom is tiny ie i had to get changed after a shower in the bedroom because i could not in the bathroom. | i will say that the beds are clean &amp; comfy. there is free wireless internet which is great. | i spent $3pound to try out the english breakfast and would say that this is not worth it. | i personally did not have a problem with the rooms, but i can see how people could. | would definiltey stay here again on my next stopover, but not if my partner was with me.'''",1
Rhodes Hotel,"'''went there with family. good location, good staff at desk and comfortable room. that is where it ends. we went the first time 2 years ago and the owner was very friendly to us. this was because we asked him about a review on tripadviser (a bad one i might add). now, we were invisible, we got a cold hello from him and never saw him after that.. other than that, it was ok..'''",1
Ridgemount Hotel,"'''not far from the centre of london. easy walk to many attractions, goodge st tube station is very handy and easy walk from the major intercity stations. the staff are excellent, easy to get on with and very helpful. room was a good size at a reasonable price. on the downside, gower st is a noisy one. front rooms on a warmish evening can be a difficult place to get to sleep, hospital is just down the road and ambulances are regular. solid breakfast.'''",1
"Hotel Xenia, Autograph Collection",'''i have read the less complimentary reviews and i think they are a bit harsh. our room faced the sun so was bright and airy. the bathroom was bright and spotless. yes the reviewer mentioned cream carpets not a good idea. yes our room was very small if we were there for a long time or had travelled long haul there would be no room for large suitcases. the small classic rooms are only suitable for a couple of days. i do think it was a bit pricey for such a small room. no iron too which was a surprise. the hotel staff were extremely nice and eager to please. the hotel bar and foyer modern and funky. one problem was solved immediately which was the kettle boiled over spilling water everywhere we tried less water but still boiled leaving lid open solved the problem until replacement was brought. sink plug did close so shaved in running water. we are quite laid back people so it was all not such a big deal however i have never stayed in such a small room so unless we get a good deal for a larger room cannot see us going back which is a shame''',1
The Savoy,"'''reminded me of an antique shop - furniture, bathroom, carpets.... my room was very small (for some people with claustrophobia could be a problem), room service was just ok. staff and concierge were very helpful. location is great, but quality vs. price is pretty low. you can find better hotels in london (unless you are traveling on business and accommodations are paid by your employer)'''",1
The Rembrandt,"'''i booked a twin room the 12th of february for 4 nights (from april 12 to april 16). when we arrived at 10 o clock at night the ouside temperature was 1 degree.they gave us room no.157 (never accept to stay in this room). there was no heating!!!!! i asked to give us another room. they did it immediately but the room was not a twin but a double one on 6th floor.nice room-nice view, but the toilet did not meet all the necessary things (tape) to prove that it was not used before.from the magazine where there were ten pages missing. i had to write a notice to bring another one the next day. breakfast and location were very good. but believe it or not the rembrandt is n o t a four star hotel.-'''",1
"Mandarin Oriental Hyde Park, London","'''glad to read that the review by foodies2013 had the same experience with the room/view. upon checking in the clerk said ""oh you have a lovely room with a view of the inner courtyard"". we thought it would be beautiful and quiet. it was the epitomy of the dark hole of calcutta! 'views' consisted of airshafts and fire escapes with a non-opening window peeking through yet more fire escape towards the street. seriously misleading and disappointing. oh, and on checkout there were 5 charges from the minibar (totalling a whopping 85) that were not ours! perhaps the hotel is used to guests who never check their bills but it was a blatant attempt to garner or make up for missing monies! shameful.'''",1
Apex London Wall Hotel,"'''welcomed by friendly staff on arrival but contrary to other reviews we were not offered any prosecco when checking in. the room was a decent enough size overlooking a brick wall. the window was locked despite the fact it only opened a few inches at the top but the staff unlocked it on request. beds were comfy and the shower was good, disappointingly there was no bath. we had not stayed in this area of london before and were not aware that absolutely everything closed on saturdays and sunday's. no coffee shops for a quick breakfast (hotel breakfast ridiculous price), no shops, no restaurants open, the place was like a ghost town!! we ordered a drink at the bar the first night but due to the prices did not return (9.50 for an aperol spritz). not sure if we would stay again.'''",1
Ridgemount Hotel,"'''we stayed there mar 23-mar 28 2013. we found the price good and the location ok. close to bm. ok tube connections. we were on one of the upper floors facing the street, so had 42 steps up to room (narrow staircase only 32"" wide, with uneven steps and some that tilt) to a room that was 8 feet wide. (so dbl bed took up five feet, leaving only 3 feet of space, which also had to hold our suitcases.) noise from street was loud, but then this is london, and that is what you need to expect. | breakfast was an extra flight of stairs in to the basement, also very narrow. | place is very clean! so even if the carpet might be torn in places, and the narrow stairs tilted a little, they were all immaculate. sheets of a nice quality. | breakfast served by a couple who were older and english, supported by a team of younger people who seemed polish. service was good, except for the english tend to still cover their mouth with their hands when they sneeze, and then they pick up your plate and hand it to you, with the same hand they used to cover their mouth. they need to be taught to sneeze in to their arm, and not to use hands as kleenexes. breakfast was a full english breakfast every day, and was included, when some hotels charge extra for anything beyond toast. breakfast food seemed to be re-heated, and not always cooked fresh. | i would reccomend this hotel for a person who does not want to stay in a hostel, but can not afford a nicer hotel. would be excellent for a group on a school trip, and assign the teachers and chaperones the rooms that are en suite, and allow the kids to use the rooms with shared hallway facilities.'''",1
Rhodes Hotel,"'''i stayed for a single night recently, costing 85 including breakfast. you cannot really argue with what it offers for the price. | i stayed for easy access to the heathrow express train and jumped on the 05:10 train first thing in the morning so cannot comment on breakfast. paddington station is just over 5 mins away. | room (single) turned out to be a triple with a sofa, so had plenty of room. bathroom is small, but for this price lots of places do not even offer en-suites. the hallways are a bit ""student halls"", and the rooms are not exactly plush - but again, you would not expect them to be. | free wifi, tea facilities in room and you can borrow an ironing board. large tv in the room as well. | close to transport links at paddington.'''",1
Newham Hotel,"'''friendly staff . clean comfortable room with tea and coffee making facility . shower had hot water no soaps or shower soap . beds were ok but pillows were very flat and only one each , for a one night stop it was all right . break fast was very good lots to choose from plenty of tea and coffee. my car was parked at the back of the hotel in a safe locked space .'''",1
The Dorchester,"'''my wife and i stay regularly at london hotels and have stayed several times at the dorchester in the past, although recently we have preferred both claridges and the savoy. anyway we got a good deal on a 3 night stay in an executive deluxe king which promised, according to the hotel's own publicity, mayfair or hyde park views and a walk-in shower. however, on arrival my wife was shown to a room (240) with a view of air-conditioning units and a shower perched over the bath. the room also contained a hand-written note welcoming somebody else to their stay at the dorchester. he presumably had not wanted room 240 either. | a complaint to reception resulted in an immediate transfer to a lovely room (209) overlooking park lane and with a walk-in shower. | breakfast the first day took one hour and 10 minutes to have one bowl of porridge (requested cream missing), two poached eggs on toast, and a cooked english breakfast (requested mushrooms missing). we were asked four times if we wanted a bakery basket by various staff, presumably because they took pity on us sitting there with no food although there was an apology for the long delay. | we had had breakfast the first day in the newly refurbished grill room (which is a major improvement on its dingy predecessor), so on the second morning when asked whether we wanted to have breakfast in the grill room or promenade opted for the promenade only to be told there were no tables available there(why were we asked?). when asked how long a table might be the answer, believe it or not, was a terse ""when somebody leaves"". even allowing for the fact something may get lost in the translation with the almost exclusively foreign staff, and accepting that i might have been in a very slightly grumpy mood, i am afraid this was too much for me. despite being on a breakfast inclusive rate i went out for breakfast - my wife stayed without me and reported no problems with her day two breakfast. | hopefully tomorrow's breakfast will work for both of us!'''",1
The Savoy,"'''i took my mother for afternoon tea as a christmas treat. the service as a whole was very good, but it was the superior attitude of one member of staff that let the whole experience down and it was that abiding memory that will ensure they will not be getting our custom again. to make matters worse, i even e mailed with my complaint, which was acknowledged and passed on to the relevant manager in the thames foyer. as of today, (6 days later) i have received no response which i find breathtakingly arrogant! you may be one of the leading ""luxury"" hotels in the capital, but with the poor approach to guest recovery and particularly given the current financial climate, your customers will start voting with their feet, and will go to a hotel that treats them with a little more respect and a little less ""attitude""'''",1
Ridgemount Hotel,"'''competitive rate, friendly staff and owners, good breakfast, pleasant lobby with free coffee and tea and 2 internet workplaces, free wifi in the room, but antiquated infrastructure ( shower, toilets...) and unsecured sound insulation'''",1
Newham Hotel,'''it is a 2 star so do not expect the ritz. for 30 each secure locked up at night parking. clean sheets clean towels. no hand towel or shower mat tap a bit wobbly but everything was clean. tv and tea and coffee. no water but 24 hr garage and macdonalds across the road. 5 min walk to supermarket. 20 mins to westerfield shopping centre. breakfast included (we did not wake up in time) after checking out they did not mind that i left my car in there car park for another 6 hours free of charge! lovely man on the front desk (forgot his name but was on the 12th sept)''',1
The Rembrandt,'''this hotel is across the street from the museum and close to kensington palace and harrods. i only stayed one night so i did not get to go to the museum or see the whole neighborhood but how can you go wrong in knightsbridge/south kensington. the room was okay but i agree with the other reviewers that the breakfast is not that good. i enjoyed the kensington palace tour and the gardens are beautiful.''',1
The Rembrandt,"'''had a really enjoyable five day stay here in may of this year with my husband - great location, friendly and helpful staff, pleasant and well appointed room. on the back of this, a friend and i stayed for one night in a twin first floor room on saturday 21 september. we were allowed to check in early, which we appreciated. when we got to our room, there was a note informing us that the restaurant would be closed that night due to a private function where there would be musical entertainment and an apology was made in advance for any inconvenience. we naively took this to mean the inconvenience of not being able to use the restaurant that night. when we returned to our room at 11.30pm, we discovered that we were directly above the function room where a party was in full swing with bass heavy dance music being blasted out at an unacceptably loud level. we telephoned reception to complain four times. at every call, we were assured that the party would be ending very shortly and our requests for an alternative room evaded. during the third call we insisted on speaking to the duty manager, as although the volume had been reduced for 10 minutes, it was now louder than ever. we were informed that the duty manager was not there that night and the acting duty manager eventually called us back. he admitted that several complants had been made that night as some people had early flights to catch in the morning. the music stopped abruptly an hour and a quarter after our first call; i can only assume a guest/guests complained in person. | when we were in line to check out, the receptionist asked every guest before us if they had had a pleasant stay, but refrained from asking us the same question - had she been tipped off?! | we cannot understand why these rooms were let to guests not attending the party. a shame as we had such a positive impression of the hotel previously.'''",1
The Savoy,"'''location: excellent location right off strand, minutes from covent gardens. tube stations nearby *****; | hotel: i understand the hotel underwent an extreme makeover and it shows in the public areas *****; | staff: most of the staff was very friendly but lots of security and they give you the once over when you enter. **** | service: varied from excellent to poor. for example one day we had water glasses in our room, the next day none. dirty dishes were left after cleaning. i called for our luggage to be picked up and it took 30 minutes for the porter to arrive and deliver to the taxi making the drive to the airport a rush. this is in my opinion inexcusable for a 5 star hotel **1/2; | room: nice but average. our room showed sign of wear and tear. the carpet was coming away at a doorway. you could not plug in a hair dryer in the small bathroom as there was only an electrical shaver plug. no desk level electrical plugs for computers etc. average furnishing. coffee maker was on request only (there was no place to put it - we had it purched on the dresser in front of the television) as was a stand for a suitcase. we had a river view room but the window was small and there was a chair and floor lamp in front making viewing impossible ***; | savoy grill: we tried to get a reservation for saturday night. restaurant told us they were fully booked. advised we were guests of the hotel, reply: we are an independent restaurant, sorry eat elsewhere. after that treatment we did not try to eat there on another night. the other restaurant in the hotel was pricy as in most other hotels; | internet: wifi throughout hotel, no charge for fairmont gold members. | summary: a hotel with a great history. management needs to improve service and maintenance on rooms. no fairmont branding anywhere. a lot of the little extras that make a hotel great seemed to missing. the hotel seemed to be run by a big corporation rather than a hotelier ***'''",1
The Rembrandt,"'''my husband and i stayed here for a week in september 2015. the hotel obviously has several different levels of accommodation. our room was adequate for sure. the bathroom was fantastic and always kept clean. our room faced air conditioning units and i believe fire escapes to other apartments. it was however very quiet. i found the ""matre d"" for lack of a better term in the breakfast room to be a bit pretentious. you could see some favouritism to the obviously wealthy clientele. regardless you have to be away that even thought he breakfast buffet appears open to all if you are on a ""continental"" which i did not realize you are only entitled to bread, cereals and cheese. if you want the rest if's an extra 5 pounds per person. this we did not realize until i was advised of this on day 3 by this person. his attitude i found pretentious. the other servers were quite pleasant. the concierge was great in getting us a vehicle to return to the airport. all this being said. it is across from the victoria and albert but if you want to do the tourist thing like we did perhaps a bit closer to the centre is better. catering more to the tourist trade. i felt this hotel again although pleasant and clean catered more to the business person. .'''",1
Corinthia Hotel London,"'''a beautiful hotel, with impeccable decor and brilliant service, but unfortunately all of this was eclipsed by how ripped off we felt! we booked an executive room for 700, arrived and it was really quite a small room in comparison for what you can get elsewhere for that money. horrified to find out that breakfast was not included in that rate! i have never heard of this before and i have stayed in several similiar hotels. breakfast came in at 35 a head and for that it was either continental or english, not the choice of both. a film from the tv was 19, the same price as the cinema! just a real shame.'''",1
Ridgemount Hotel,"'''i booked the hotel on the basis of glowing tripadvisor reviews which on reflection may for once have been a little rose tinted! the hotel is perfectly situated close to 3 tube stations and 10 or 15 minutes from just about any attraction you care to mention. it is also very cheap, i paid 55 for a midweek night including vat and breakfast. the owners and staff are very friendly and keen to accomodate. the room was the smallest i have ever stayed in and the bed the narrowest i have ever slept in but it was all clean and functional. the overall impression of the hotel is tired. there is no telephone in the rooms and only the most basic tv and the hotel is very close to ucl and there was quite a lot of street noise. for 1 night in london it did the trick. if you want very very basic at low cost with absolutely no frills then for the money it is fine. what you get is a fair reflection of what you pay.'''",1
The Dorchester,"'''stayed at the dorchester on 31st october for 2 nights with my husband and 2 yr old daughter and i will make it brief.the room was gorgeous really classy and old style decorated but super massive marble bathrooms, with excellent floris toiletries, although we had a few niggles with the room the sound system did not work very well and was too loud so you also could not turn it down so you had to leave it switched off, so told the front desk a few times and it took them 3 hrs before anyone appered to fix it, although they did not they just switched the speakers off so we only had sound from the tv and not the sound in the bathroom and our lobby? | the promenade is lovely and spotless with loads of staff but very slow in parts and it sometimes was very hard to get a table here as lots of people not booked into the hotel would while there afternoons here at the promenade which was a problem for us as if we wanted a drink to celebrate our 10yrs wedding anniversary we had to try for a table here as our daughter was not allowed in the bar. also at breakfast although very nice was slow and had to ask about 4-5 people and wait around 20 mins before we would get a highchair? | during our stay here our daughter hurt her arm and was screaming in pain with it but they said they could not help so i had to get a taxi there and back to a chemist somewhere in london on saturady night just to get calpol childrens paracetamol they said they could not get this for me? | overall the hotel is good but the service is not great at all, well not 5 stars anyway andit is also a little impersonal i think if they can sort out some of the niggles then they would truly be deserving of there 5 stars but when you pay 300 pounds + a night you expect a lot more than this. | i would try somewhere else next time, and having stayed at the chesterfield and the milestone these hotels were far better in service standards so the dorchester could learn from these hotels!!!'''",1
The Savoy,"'''we spent all afternoon waiting to check in. | we arrived from paris with a large group on a tour. they arranged a reception room for our check in which included champagne and fiinger food. all very nice except they had trouble finding a room for four of us. amazing considering the trip had been booked months in advance. we had to go to afternoon tea with out being able to freshen up. spoilt the whole occassion which was a hightlight of our tour. on top of that family had arranged to visit me and i could not spend time with them due to waiting around for check in. | they obviously have problems with checking in large groups. no problems at all at the plaza, new york, westin europa &amp; regina, venice, hotel le bristol,, paris les crayeres chateau, reims.'''",1
The Savoy,'''took my wife for her 30 birthday as a special treat but i found the savoy to be anything but special. having stayed at other various 5 star hotels in london we had high expectations of the savoy. we stayed in a one bedroom suite. the carpets looked like they had been layed around 30 years ago by blind men. the toilet did not want to flush. the bed was small and as soft as a marshmellow and dipped in the centre. we both had back pain in the morning. the bath and a chip in the middle. the room needs fully refurbishing. we had dinner in the thames foyer at around 9. the restaurant was very quite but while the staff were friendly they was very slow. we did not recieve the attention we thought we would considering the place was empty and costly. overall the staff were helpful but i left this hotel wishing i had gone somewhere else.''',1
Ridgemount Hotel,'''had a family room on top floor with no lift. very basic. small double bed and two singles all in one room with small ensure. 150 including breakfast which was basic. staff very friendly allowed us to leave bags next day. 5 minutes walk to tube or bus.''',1
The Savoy,"'''we stayed at the savoy from november 26 to 29 and were not particularly impressed. check-in was efficient. while the public spaces in the hotel are beautiful, we were escorted to our room and were very disappointed. although our reservation specified a room upgrade based on availability, they claimed there was nothing available. the room was fairly small and not as posh as we had expected given the cost per night. in fact, it was downright tired-looking. the bathroom was nice but always chilly. the bedroom was tired-looking and faced a construction site with partial view of the river. the noise from the shower in the room next door was intrusive. breakfast was included in our rate and was, perhaps, the highlight of the stay both in terms of service and quality of food. dinner at kasper's was fair; pricey for what it was. we had barely finished our plates before the dishes were whisked away. it definitely seemed they were anxious for us to finish so they could serve the next group of diners. | on our last night at the hotel, a group of people walking down the hall from the elevator was so loud they must have awakened the entire floor. | we would definitely not reserve here again. there are far better places to stay in this price range.'''",1
"Hotel Xenia, Autograph Collection","'''one night stay in a deluxe twin room (415) despite its location there was minimal traffic noise. | stylish and comfortable reception room, hotel opened a couple of weeks ago and as expected spotlessly clean. | bathroom or rather shower room was tiny, it was not possible to walk into it without either straddling the wc or standing in the shower. towels were large, white and fluffy with l'occtaine products provided. bed was comfortable although duvet quite thick for time of year with two polyester pillow which were not great. no semi skimmed milk at the hotel for my evening drink. tablet only worked intermittently. | discussion with management regarding the room size/facility against cost paid which garnered an acknowledgment that the bathroom was not ideal and an offer of an alternative room which, in my option was no better (or worse) than the original from allocated. | for the price paid we were very disappointed and did not feel enveloped in the generous and supremely comfortable space advertised on the hotels website.'''",1
The Savoy,'''rooms near elevator very noisy. front desk. do not honor amex upgrade. you need to be aggressive and ask for manager-not what i expected to do at a fairmont hotel. great location. the staff will not let you take a drink or ice cream to room. you must sit in bar/rest or call room service. never had that at fairmont plaza in nyc. or any four seasons or ritz i have stayed in.''',1
